placekey,location_name,lat,lng,id_num
222-222@63v-47j-st9,Burger King,42.3911,-83.1276,5580
zzw-222@63v-4hy-qpv,Burger King,42.4117,-83.1408,5581
223-222@8gg-3mr-nnq,Burger King,35.2869,-80.7356,5582
,Burger King,36.6189,-78.5659,5583
zzw-222@5pw-2bz-3qz,Burger King,41.5791,-88.1614,5584
22c-222@63r-b6d-zj9,Burger King,39.3101,-76.6372,5585
zzw-222@63r-b6c-w49,Burger King,39.2948,-76.6001,5586
222-222@63r-b4g-435,Burger King,39.339,-76.6681,5587
222-222@5pk-ssh-vfz,Burger King,39.1055,-90.316,5588
zzy-222@5q9-7d4-bx5,Burger King,38.7939,-104.801,5589
222-222@5z4-rpj-hdv,Burger King,34.0634,-117.661,5590
223-222@5z4-pg5-rx5,Burger King,34.4715,-117.214,5591
222-222@5ps-3w3-6zf,Burger King,35.2114,-89.7982,5592
223-222@5sh-2p3-7qz,Burger King,44.3358,-84.8028,5593
222-222@5px-8yw-rp9,Burger King,38.1418,-85.7742,5594
225-222@5s4-xwy-ffz,Burger King,45.8094,-88.0397,5595
222-222@5z6-3bz-575,Burger King,33.8398,-118.286,5596
223-222@8sv-4tb-p35,Burger King,31.9716,-102.074,5597
222-222@5qv-xby-skf,Burger King,32.8649,-96.992,5598
223-222@8fw-39s-q4v,Burger King,26.1166,-80.2559,5599
223-222@5pw-p9k-mff,Burger King,41.7098,-88.1882,5600
223-222@63s-b58-k9f,Burger King,40.1334,-76.5709,5601
,Burger King,30.0036,-98.1021,5602
,Burger King,48.5111,-122.613,5603
222-222@63v-4mf-qs5,Burger King,42.6416,-83.1705,5604
224-222@5z7-sv3-y5f,Burger King,36.8084,-119.779,5605
223-222@5vg-7zy-py9,Burger King,37.7635,-122.466,5606
222-222@8gk-yh7-j5f,Burger King,33.2381,-86.8183,5607
222-222@5p9-zqb-s5z,Burger King,43.4201,-95.1262,5608
zzw-222@8fy-y2t-7yv,Burger King,28.3749,-80.5877,5609
222-222@5z5-3nc-435,Burger King,33.9781,-118.037,5610
223-222@8g7-4s3-swk,Burger King,33.4505,-84.3254,5611
222-222@63t-yh8-tgk,Burger King,42.2001,-83.6987,5612
223-222@5qc-xjv-6c5,Burger King,40.5653,-111.891,5613
zzw-222@63v-7bs-r8v,Burger King,40.8487,-81.946,5614
225-222@5vg-n9q-qxq,Burger King,38.8868,-121.293,5615
222-222@63j-8zw-gff,Burger King,39.1972,-84.3807,5616
223-222@63r-sy6-3yv,Burger King,39.0351,-77.4091,5617
227-222@5pw-6f9-q2k,Burger King,41.8365,-87.6655,5618
222-222@8g7-bf7-bp9,Burger King,33.4391,-82.013,5619
223-222@5nz-vp5-d5f,Burger King,41.6276,-93.569,5620
zzw-222@5pq-zfk-k2k,Burger King,38.9638,-92.2875,5621
zzw-222@8ts-332-cbk,Burger King,32.2354,-110.824,5622
224-222@5py-rps-9s5,Burger King,39.048,-87.1669,5623
223-222@63s-vnb-xyv,Burger King,39.9305,-77.7159,5624
222-222@8fz-tkw-hkf,Burger King,26.8366,-80.133,5625
,Burger King,42.1053,-84.2479,5626
222-222@5s5-w6k-h5z,Burger King,42.2371,-84.3412,5627
222-223@8f2-qp4-xt9,Burger King,33.4509,-94.1304,5628
222-222@5pv-mtk-s89,Burger King,40.6265,-89.4641,5629
222-222@8dg-ghg-cwk,Burger King,26.5474,-81.8032,5630
226-223@627-s8p-dqf,Burger King,40.74,-73.9855,5631
222-222@5pw-67t-2ff,Burger King,41.8182,-87.7242,5632
222-222@8f6-k8k-m49,Burger King,34.6282,-89.9688,5633
222-222@5vh-t3q-8qf,Burger King,37.9551,-121.204,5634
222-222@8gg-t23-4sq,Burger King,34.8941,-82.1615,5635
222-222@646-fht-tgk,Burger King,35.342,-78.0308,5636
223-222@5sc-7kk-efz,Burger King,44.2955,-88.5353,5637
,Burger King,40.0378,-75.771,5638
zzy-222@63f-dtp-wff,Burger King,37.348,-79.5031,5639
,Burger King,38.6817,-84.5971,5640
223-222@5pw-2nt-7yv,Burger King,41.8163,-87.8345,5641
222-222@5pv-yfw-575,Burger King,41.5373,-87.4486,5642
226-222@8g9-cj4-jy9,Burger King,35.9327,-85.4775,5643
226-222@8dg-hwm-5fz,Burger King,26.5628,-81.9537,5644
223-222@646-v6r-c5z,Burger King,34.913,-76.9385,5645
222-222@5qs-w2x-td9,Burger King,35.2176,-97.4902,5646
zzw-222@5sb-7vg-6p9,Burger King,41.9657,-88.105,5647
225-222@5r6-qrq-9zz,Burger King,35.8889,-94.9768,5648
zzw-223@63s-dtb-btv,Burger King,39.9258,-75.3081,5649
zzy-223@63j-w5j-kj9,Burger King,40.2699,-82.856,5650
222-222@5pv-bds-3bk,Burger King,39.91,-86.2665,5651
224-222@5r5-xsn-28v,Burger King,38.5794,-95.2659,5652
zzy-222@3x5-6gr-fmk,Burger King,47.643,-117.577,5653
22g-222@5ny-wst-8n5,Burger King,40.8572,-96.6395,5654
222-222@5q8-zxf-jn5,Burger King,37.1865,-104.498,5655
224-222@5vg-9jc-3bk,Burger King,37.8582,-122.124,5656
222-222@5pm-ng2-jy9,Burger King,35.2587,-87.3249,5657
222-222@8gp-57k-p5f,Burger King,30.5521,-81.8212,5658
zzw-222@63v-tkq-jjv,Burger King,42.033,-80.1745,5659
225-222@5z6-3rt-m8v,Burger King,33.9548,-118.396,5660
,Burger King,38.2157,-91.1683,5661
222-222@5nz-w72-nqz,Burger King,41.7047,-93.581,5662
224-222@63k-4nc-28v,Burger King,41.0767,-85.1352,5663
zzw-222@63v-493-ygk,Burger King,42.3839,-82.9658,5664
zzw-222@647-3mv-jqf,Burger King,35.6851,-78.604,5665
zzw-222@5pv-zsh-f4v,Burger King,41.2152,-86.7826,5666
,Burger King,33.9915,-79.2007,5667
222-222@5vh-7xy-rc5,Burger King,37.516,-122.253,5668
zzw-222@627-rwq-wzf,Burger King,40.826,-73.8627,5669
223-222@63f-dk5-w6k,Burger King,37.3339,-79.2423,5670
223-222@5z8-n7p-vj9,Burger King,35.132,-118.459,5671
222-222@63f-wq5-dy9,Burger King,37.3202,-80.0318,5672
222-222@5qd-34b-tn5,Burger King,40.6583,-111.507,5673
223-222@8ts-zh5-8d9,Burger King,33.3493,-111.959,5674
223-222@8fc-8tn-b49,Burger King,29.65,-95.1604,5675
224-222@5sc-fkp-ch5,Burger King,43.0748,-87.8827,5676
222-222@5w9-hky-ygk,Burger King,43.6622,-116.343,5677
zzw-222@5x4-8f8-d5f,Burger King,47.4439,-122.219,5678
222-222@5qs-vy8-7nq,Burger King,35.3506,-97.5298,5679
222-222@5pt-4q2-6hq,Burger King,35.81,-90.6978,5680
,Burger King,36.3926,-105.581,5681
zzw-224@5qv-vdg-tvz,Burger King,32.8984,-96.4673,5682
zzw-222@8gg-3df-n5z,Burger King,35.1277,-80.7016,5683
zzw-222@8fw-6nq-z75,Burger King,26.0078,-80.3747,5684
222-222@5qb-9zk-gkz,Burger King,40.1615,-111.611,5685
222-222@63r-bgk-fzz,Burger King,39.1705,-76.7871,5686
222-222@64g-s3k-b8v,Burger King,36.0177,-76.9553,5687
zzw-222@8fc-98n-py9,Burger King,29.9413,-95.2819,5688
223-222@627-z3k-r6k,Burger King,41.104,-74.0234,5689
222-222@5sb-hm6-8y9,Burger King,42.49,-90.6653,5690
222-222@8fw-5jf-swk,Burger King,25.699,-80.4379,5691
222-222@5qc-w84-s5z,Burger King,40.6674,-111.986,5692
zzw-222@5z4-zxg-rkz,Burger King,34.053,-118.458,5693
,Burger King,38.1531,-92.6149,5694
223-222@8tf-jfk-ch5,Burger King,31.8301,-106.529,5695
222-223@8gf-j3h-gtv,Burger King,35.0846,-81.7079,5696
zzw-222@5qc-w8k-bzf,Burger King,40.5806,-111.832,5697
222-223@8g6-sdb-94v,Burger King,32.611,-83.5887,5698
222-222@5qc-zy5-p7q,Burger King,41.0895,-112.002,5699
222-222@5z5-t6q-btv,Burger King,33.166,-117.246,5700
zzw-222@5p2-2yj-kmk,Burger King,41.5438,-96.1256,5701
222-222@5ny-dpq-j7q,Burger King,41.0101,-95.9078,5702
222-222@63q-kvw-5xq,Burger King,42.0812,-78.4272,5703
227-222@5z7-smz-bff,Burger King,36.7717,-119.865,5704
223-222@5qc-zzy-6zf,Burger King,41.1871,-111.949,5705
222-222@5qc-wph-pjv,Burger King,40.7257,-111.939,5706
222-222@5qc-w84-s5z,Burger King,40.6911,-112,5707
222-223@63v-465-dd9,Burger King,42.4968,-83.0458,5708
222-222@5yz-n7n-435,Burger King,37.088,-113.583,5709
222-222@5s5-h7x-h5z,Burger King,42.3451,-85.2319,5710
227-222@5p2-4jh-49z,Burger King,41.2086,-96.6224,5711
226-222@5p2-2jj-gc5,Burger King,41.1735,-95.9238,5712
226-222@5ny-c9f-cyv,Burger King,41.0169,-95.2325,5713
22d-222@5ny-yt8-nnq,Burger King,40.6253,-96.9575,5714
,Burger King,40.0581,-95.6016,5715
226-222@5nz-3ss-kxq,Burger King,40.6746,-95.8588,5716
224-222@5ny-h2t-b6k,Burger King,41.4038,-94.9948,5717
zzy-222@5nz-jsh-2x5,Burger King,41.6462,-95.3355,5718
zzw-222@5ny-c2y-9pv,Burger King,40.7646,-95.3852,5719
,Burger King,43.7242,-111.111,5720
222-222@5z5-3p5-wp9,Burger King,34.127,-118.258,5721
zzw-222@63v-bbw-kmk,Burger King,41.464,-81.7629,5722
zzy-222@5px-86q-xdv,Burger King,38.0645,-85.6954,5723
zzw-222@8tn-pkr-j5f,Burger King,34.8062,-106.703,5724
225-222@5qd-38t-9zz,Burger King,40.7608,-111.885,5725
224-222@5s5-kc2-hbk,Burger King,42.2757,-85.4286,5726
zzw-222@8fc-fw2-yjv,Burger King,29.4811,-95.3967,5727
222-222@8fz-sg8-7t9,Burger King,26.5898,-80.1459,5728
,Burger King,31.509,-87.3197,5729
222-222@8g6-ytj-bkz,Burger King,34.0076,-84.1327,5730
,Burger King,32.971,-82.8086,5731
zzw-222@8f4-wxx-zpv,Burger King,30.4392,-88.8964,5732
223-222@63s-hxf-35z,Burger King,39.0117,-74.8715,5733
zzw-222@5z4-zxg-rkz,Burger King,34.0145,-118.494,5734
zzw-222@8g8-49z-vs5,Burger King,32.5575,-83.8833,5735
223-222@63s-hxf-35z,Burger King,39.0898,-74.8314,5736
224-222@5z4-kdz-2c5,Burger King,33.9423,-117.26,5737
223-222@5s6-cf2-dn5,Burger King,41.5675,-85.8466,5738
222-222@8gg-sy4-q75,Burger King,34.7015,-82.2188,5739
223-222@5ws-h5k-nh5,Burger King,41.7355,-111.835,5740
228-222@8dy-dbr-z75,Burger King,30.4951,-92.4404,5741
222-222@8gb-cf8-qcq,Burger King,35.0826,-85.2636,5742
222-222@5pv-b5w-b8v,Burger King,39.8556,-86.0865,5743
222-222@5v9-82b-y7q,Burger King,42.3783,-122.9,5744
228-222@5p5-94b-p5f,Burger King,40.6006,-98.3927,5745
225-222@8fx-yw3-75z,Burger King,27.5637,-80.3699,5746
zzy-222@8f6-v5y-kvf,Burger King,32.4711,-90.136,5747
225-222@5z8-7kg-3kf,Burger King,35.4747,-120.655,5748
zzw-222@8dy-stq-p35,Burger King,29.6107,-90.7524,5749
zzw-223@5x2-tp2-rhq,Burger King,47.9298,-122.1,5750
22b-222@628-bv2-92k,Burger King,40.5687,-75.3403,5751
223-222@5r8-86z-fpv,Burger King,36.0567,-94.1855,5752
zzy-222@63r-rfn-rkz,Burger King,39.0051,-78.3387,5753
223-224@8gk-wm5-99f,Burger King,33.5886,-86.1247,5754
zzy-222@63r-v86-vs5,Burger King,38.9308,-77.4017,5755
zzw-223@65z-46n-st9,Burger King,43.0364,-76.1359,5756
zzw-222@5qc-xmj-yjv,Burger King,40.6208,-111.872,5757
223-222@5pw-dy9-p5f,Burger King,40.5302,-85.6551,5758
225-222@8gf-dtf-mp9,Burger King,35.094,-80.8585,5759
zzw-224@5qt-m7z-rx5,Burger King,34.5831,-98.3584,5760
223-222@5ny-qhr-rkz,Burger King,39.7528,-94.234,5761
224-222@5pv-brf-pn5,Burger King,40.0255,-86.9015,5762
,Burger King,30.7326,-101.377,5763
222-222@5qc-x6g-3h5,Burger King,40.297,-111.695,5764
222-226@5qc-x75-v2k,Burger King,40.2496,-111.658,5765
223-222@8g9-xny-pn5,Burger King,36.0071,-84.0218,5766
222-222@63m-wcm-389,Burger King,38.4033,-82.7126,5767
222-222@665-9hr-y9z,Burger King,43.1872,-77.7008,5768
zzw-226@5z6-2m3-rx5,Burger King,33.5733,-117.724,5769
222-222@8f6-8fz-rp9,Burger King,33.6282,-88.6591,5770
222-223@5pj-3pf-59f,Burger King,38.4365,-89.5337,5771
224-222@8fc-mpg-3h5,Burger King,30.336,-95.469,5772
222-222@8sz-tfh-pqf,Burger King,29.5085,-98.5808,5773
223-222@8gp-478-yvz,Burger King,30.2686,-81.5584,5774
22d-222@5z6-3nw-649,Burger King,33.7754,-118.12,5775
223-222@8f6-stt-t5f,Burger King,32.3553,-90.0117,5776
zzy-227@8fz-ryw-hnq,Burger King,26.6197,-80.2045,5777
222-222@8dj-f6h-hdv,Burger King,28.1279,-82.5035,5778
223-222@8fw-26x-m8v,Burger King,25.7969,-80.3182,5779
22c-222@627-sbb-6x5,Burger King,40.7701,-73.9157,5780
zzw-222@5x4-2j7-4y9,Burger King,47.6324,-122.63,5781
zzy-222@5sh-f83-zs5,Burger King,44.2742,-83.508,5782
zzw-222@5q9-b3b-f2k,Burger King,39.5402,-104.771,5783
222-222@5q9-bc9-7dv,Burger King,39.5649,-104.882,5784
222-222@8fz-s9s-ysq,Burger King,26.5165,-80.077,5785
223-222@5pw-3qj-8gk,Burger King,41.2898,-87.4031,5786
224-222@5sb-8x4-k9f,Burger King,42.2414,-88.8424,5787
222-223@8gg-mwf-tjv,Burger King,34.3714,-82.2227,5788
223-222@63m-84p-d7q,Burger King,37.1573,-83.7659,5789
222-222@646-fht-tgk,Burger King,35.358,-77.9609,5790
223-222@5qd-368-dsq,Burger King,40.6998,-111.85,5791
223-222@bp5-cq5-28v,Burger King,20.8814,-156.455,5792
222-222@5r4-q96-85f,Burger King,38.7913,-97.6131,5793
224-222@5qd-2fv-5pv,Burger King,41.2444,-111.971,5794
222-222@627-txf-ffz,Burger King,40.7566,-74.2149,5795
222-222@5pm-hwm-h5z,Burger King,34.8436,-87.6674,5796
22d-222@5z6-3nw-649,Burger King,33.8323,-118.163,5797
222-222@5z5-3p5-wp9,Burger King,34.0558,-118.205,5798
222-222@5r8-2c2-575,Burger King,37.1325,-94.4754,5799
zzy-223@5pk-bwh-zj9,Burger King,38.6706,-88.4884,5800
zzw-222@8g6-xtn-k75,Burger King,33.5652,-83.9034,5801
224-222@5z4-r3v-2hq,Burger King,33.5681,-117.206,5802
zzw-223@5z5-3qs-6ff,Burger King,34.0535,-118.275,5803
223-222@8f2-d54-brk,Burger King,32.5274,-93.7013,5804
222-222@628-p8v-7bk,Burger King,40.0862,-74.9657,5805
227-222@8fc-fc8-rc5,Burger King,29.7447,-95.392,5806
222-222@5z8-p4f-k2k,Burger King,35.3541,-119.058,5807
223-222@63r-wcp-2x5,Burger King,39.2919,-77.8413,5808
zzy-222@5pv-ydr-cnq,Burger King,41.5059,-87.6711,5809
223-222@63v-7jp-89z,Burger King,40.9783,-81.7813,5810
224-222@5pv-y74-7wk,Burger King,41.5776,-87.2399,5811
,Burger King,34.3965,-118.915,5812
zzw-222@5vg-86m-xdv,Burger King,37.7741,-122.229,5813
222-222@63v-47j-st9,Burger King,42.3895,-83.0078,5814
225-222@628-g39-y5f,Burger King,40.5092,-75.3857,5815
zzy-222@5sc-p2f-yy9,Burger King,43.9517,-91.2602,5816
222-222@5s4-t47-yy9,Burger King,45.3701,-84.9743,5817
226-222@62k-jhy-975,Burger King,41.8668,-71.4397,5818
224-222@62k-hvs-45f,Burger King,41.7807,-71.473,5819
222-222@5s7-ryg-4qf,Burger King,45.5323,-92.0317,5820
223-222@8dx-7ny-dgk,Burger King,30.2676,-90.9873,5821
zzw-222@8dy-ry6-4gk,Burger King,30.5175,-90.5008,5822
222-222@8dy-68v-kj9,Burger King,29.703,-91.1765,5823
zzw-222@65y-sm2-7qz,Burger King,42.6396,-73.7858,5824
zzw-222@5x2-tvp-2rk,Burger King,47.9088,-122.207,5825
222-222@63s-bj2-vvf,Burger King,39.4782,-76.249,5826
zzy-222@5p8-j89-xbk,Burger King,45.9757,-94.3463,5827
222-222@5pb-6x3-tqf,Burger King,41.836,-94.0341,5828
222-222@63f-hqz-5xq,Burger King,35.8205,-78.3286,5829
225-222@5z6-3rt-m8v,Burger King,33.9628,-118.354,5830
223-222@5s9-xgx-kzz,Burger King,43.1919,-89.4621,5831
222-222@5r7-grn-gff,Burger King,35.6385,-95.9623,5832
222-222@63k-vrr-5fz,Burger King,37.853,-82.7869,5833
zzw-228@5z5-pyy-6kz,Burger King,32.9807,-117.248,5834
222-222@5yz-n7n-435,Burger King,37.1286,-113.52,5835
zzy-222@8th-73f-fs5,Burger King,34.1353,-109.95,5836
223-222@5pw-2s3-r49,Burger King,41.6625,-87.6996,5837
zzw-222@8gh-5sn-4jv,Burger King,33.9553,-80.9933,5838
223-222@8fc-f2z-vzz,Burger King,29.7001,-95.5863,5839
223-222@63r-7yn-fcq,Burger King,38.8191,-77.0003,5840
222-222@8gg-tkb-kxq,Burger King,35.3745,-82.4944,5841
222-222@63h-jnz-8d9,Burger King,39.8005,-84.0633,5842
223-222@8g9-28r-gzf,Burger King,35.0837,-85.0641,5843
223-222@63g-5rq-qcq,Burger King,35.9181,-80.0576,5844
zzy-222@5pw-69s-dy9,Burger King,41.9103,-87.6983,5845
225-222@8dj-ggr-835,Burger King,28.4634,-82.5407,5846
225-222@5xd-hg4-vxq,Burger King,47.055,-122.399,5847
zzw-222@5vg-p96-t5f,Burger King,39.1255,-121.574,5848
222-222@8dy-rgw-vfz,Burger King,29.8991,-90.1474,5849
zzw-222@8sz-9qq-cdv,Burger King,31.4447,-97.4082,5850
zzw-222@5qv-32t-hyv,Burger King,36.4244,-97.89,5851
,Burger King,33.4255,-96.5595,5852
226-222@5pw-hsp-9vf,Burger King,41.3268,-88.7092,5853
zzy-224@5sb-5m2-c89,Burger King,43.6011,-89.7936,5854
224-222@63t-d33-p7q,Burger King,41.7151,-81.3004,5855
zzy-222@5p4-g43-brk,Burger King,44.1477,-103.083,5856
224-222@5pj-4xf-hwk,Burger King,38.3126,-88.957,5857
226-222@63j-x9t-ndv,Burger King,39.9514,-83.1451,5858
223-222@63r-tqs-975,Burger King,38.7401,-77.4715,5859
228-222@628-pj3-wrk,Burger King,40.0248,-75.148,5860
222-222@63v-4c8-bff,Burger King,42.4293,-83.2581,5861
zzw-224@8gj-9c5-q4v,Burger King,30.8537,-84.2133,5862
225-222@63p-w6z-p9z,Burger King,40.6297,-77.5681,5863
22n-222@5vg-85b-jy9,Burger King,37.7181,-122.181,5864
zzw-222@5vh-scj-8n5,Burger King,37.989,-121.243,5865
222-222@5vg-t9y-rff,Burger King,38.7602,-121.31,5866
zzw-223@5z6-wxm-wtv,Burger King,36.6049,-119.545,5867
222-222@5z7-stm-ch5,Burger King,36.7514,-119.7,5868
223-222@63s-bd9-hh5,Burger King,39.5459,-76.3127,5869
,Burger King,40.4687,-83.891,5870
224-222@63s-zbx-p5f,Burger King,40.0587,-77.5022,5871
222-222@8g6-y3w-xnq,Burger King,34.0686,-84.2667,5872
222-222@5z4-ryy-3t9,Burger King,33.7597,-117.837,5873
223-222@63r-4j6-w8v,Burger King,38.9603,-76.8637,5874
zzy-223@63k-53d-2p9,Burger King,40.5491,-84.5691,5875
zzy-222@5qx-8br-2tv,Burger King,33.1628,-95.2358,5876
zzy-222@8t8-g3t-85f,Burger King,25.9212,-97.4753,5877
22b-222@5v6-2xg-3nq,Burger King,42.2066,-121.724,5878
,Burger King,38.6592,-85.1375,5879
224-222@5xd-jm4-kcq,Burger King,46.2862,-122.901,5880
223-222@5r2-myf-4y9,Burger King,32.3727,-99.744,5881
222-222@8fc-243-z4v,Burger King,32.2053,-94.7672,5882
223-222@5qs-zjk-k4v,Burger King,35.5138,-97.5467,5883
224-222@5pn-66g-7nq,Burger King,34.5144,-87.7175,5884
zzw-222@63d-966-5s5,Burger King,40.6156,-79.1599,5885
,Burger King,40.7777,-87.7416,5886
224-222@63h-rzs-vxq,Burger King,39.3524,-83.3802,5887
zzw-223@63h-pw4-sh5,Burger King,39.3322,-83.0159,5888
223-222@63s-2pt-835,Burger King,37.6486,-77.4044,5889
zzw-222@63g-4cm-fvf,Burger King,36.1846,-80.274,5890
224-222@8ts-3m5-3yv,Burger King,32.2503,-110.979,5891
22b-222@8g9-wzd-p9z,Burger King,36.1682,-84.0804,5892
224-222@5p9-jg9-7bk,Burger King,42.5129,-92.4323,5893
222-222@5s6-kjq-v2k,Burger King,43.597,-84.8068,5894
222-222@5z4-qrt-yy9,Burger King,33.6933,-117.337,5895
226-222@5s9-yst-47q,Burger King,42.9386,-89.3832,5896
225-222@5xd-qcy-8n5,Burger King,44.8808,-123.03,5897
222-222@8gm-tn7-dgk,Burger King,33.9428,-86.0676,5898
,Burger King,34.144,-85.6148,5899
zzw-222@5px-nh9-mtv,Burger King,37.9792,-87.3886,5900
225-222@5z6-3rt-m8v,Burger King,33.9548,-118.396,5901
,Burger King,31.4445,-86.9535,5902
zzy-222@63f-mpj-fs5,Burger King,36.4783,-78.1841,5903
222-222@8gf-g5v-q4v,Burger King,35.2343,-81.17,5904
223-222@8gp-wcv-nbk,Burger King,31.83,-81.6164,5905
zzw-223@5s9-b6k-b49,Burger King,46.4633,-90.1466,5906
226-222@5pv-9pg-cyv,Burger King,39.7518,-86.1508,5907
zzw-222@63d-rfb-f9f,Burger King,39.9912,-81.5729,5908
222-222@8g6-y3w-xnq,Burger King,34.1069,-84.2939,5909
zzw-223@8fw-2zr-bc5,Burger King,26.106,-80.2822,5910
227-222@63r-48n-7h5,Burger King,38.9389,-76.565,5911
222-222@63j-rnq-h5z,Burger King,41.5813,-83.6856,5912
223-222@5pr-mxs-vfz,Burger King,35.7694,-91.6281,5913
226-223@627-s8p-dqf,Burger King,40.7099,-74.0096,5914
,Burger King,39.8613,-75.6838,5915
22b-222@628-bv2-92k,Burger King,40.7112,-75.2811,5916
223-222@5z4-my8-zfz,Burger King,34.0765,-117.552,5917
zzw-223@628-qkv-mx5,Burger King,39.479,-75.0008,5918
224-222@8g7-38c-x89,Burger King,33.3535,-84.1169,5919
223-222@8gm-jpx-dn5,Burger King,33.0421,-84.9811,5920
222-222@8g8-7v2-cyv,Burger King,32.4855,-85.0242,5921
223-222@627-wsn-cyv,Burger King,41.127,-73.3864,5922
222-222@5qs-vy8-7nq,Burger King,35.32,-97.4929,5923
222-222@5qy-dnd-bx5,Burger King,35.1955,-101.866,5924
zzy-222@628-hg3-b6k,Burger King,40.6465,-74.6421,5925
zzw-224@5w9-jb9-3bk,Burger King,43.5904,-116.287,5926
222-222@5vh-b4t-fcq,Burger King,37.3952,-122.029,5927
223-222@5q9-br2-f9f,Burger King,39.7864,-105.11,5928
,Burger King,41.2236,-103.663,5929
222-222@5zb-xfv-nqz,Burger King,33.5807,-112.256,5930
222-222@5xd-dcm-k2k,Burger King,46.6735,-122.979,5931
223-222@5wc-mkc-5mk,Burger King,47.1028,-119.249,5932
225-222@5x2-t89-9fz,Burger King,47.9742,-122.103,5933
225-222@5sj-68c-6rk,Burger King,45.6348,-84.4828,5934
224-222@63j-6qw-73q,Burger King,40.191,-85.419,5935
223-222@5pv-b4m-9mk,Burger King,39.8827,-86.2443,5936
zzw-222@5s7-3jm-td9,Burger King,43.437,-84.0126,5937
zzy-222@63c-y9y-5vf,Burger King,39.0108,-80.2363,5938
222-222@8fb-8z2-mkz,Burger King,30.3365,-95.0855,5939
223-222@62j-scc-snq,Burger King,42.3632,-71.1625,5940
,Burger King,47.7268,-120.723,5941
222-222@5pk-932-mzf,Burger King,39.7876,-89.6114,5942
223-222@8g9-x9h-jvz,Burger King,36.3412,-84.168,5943
zzw-222@5pr-6f5-yd9,Burger King,39.0548,-94.612,5944
225-222@5pm-jn8-p7q,Burger King,34.4778,-87.2709,5945
222-222@5vh-7xy-rc5,Burger King,37.5382,-122.301,5946
223-222@63v-c9v-tjv,Burger King,41.0142,-81.5533,5947
223-222@5vh-f2z-x89,Burger King,36.622,-121.842,5948
222-222@63r-bv9-sqz,Burger King,39.4156,-76.775,5949
222-222@63g-sd6-q2k,Burger King,37.2438,-77.3951,5950
224-222@63r-bcq-f75,Burger King,39.2769,-76.8294,5951
222-222@5z6-vsh-nt9,Burger King,36.2974,-119.154,5952
222-222@8sc-r8m-f2k,Burger King,32.7003,-114.65,5953
zzy-222@628-ptn-dqf,Burger King,39.9822,-74.7862,5954
222-222@5p7-bwk-6c5,Burger King,44.7691,-94.133,5955
222-222@5p8-686-zj9,Burger King,46.449,-95.1293,5956
227-224@5z5-3r6-n3q,Burger King,34.0982,-118.312,5957
223-222@63k-2p9-7wk,Burger King,40.7342,-82.805,5958
222-222@63t-nyf-7qz,Burger King,41.1932,-80.2442,5959
223-222@5s5-y2s-nt9,Burger King,42.1969,-84.3787,5960
226-222@63v-bbv-92k,Burger King,41.4338,-81.8004,5961
zzw-222@5pb-kvx-vmk,Burger King,44.7315,-93.1355,5962
223-222@5wc-m6b-ndv,Burger King,47.3074,-119.561,5963
zzy-222@5qb-9z9-syv,Burger King,40.1234,-111.644,5964
zzw-222@5sx-yqm-6zf,Burger King,45.7552,-108.535,5965
22h-222@627-rzs-9vf,Burger King,40.728,-73.7473,5966
zzw-222@627-s9x-8vz,Burger King,40.7222,-73.8026,5967
229-223@627-s22-psq,Burger King,40.6903,-73.7241,5968
223-222@5z6-9bt-skf,Burger King,33.8161,-116.457,5969
224-222@5pj-p8z-pn5,Burger King,37.8815,-90.5112,5970
222-222@5r8-228-k4v,Burger King,36.841,-94.3915,5971
223-222@8gc-hgt-28v,Burger King,33.5523,-80.8277,5972
222-222@5z5-3p5-wp9,Burger King,34.086,-118.22,5973
223-222@5x3-2c5-ty9,Burger King,48.9358,-122.486,5974
223-222@5r9-32h-t7q,Burger King,37.9804,-100.884,5975
226-222@5qw-vvx-k75,Burger King,32.6893,-97.1152,5976
224-222@63r-v9t-dsq,Burger King,38.9691,-77.3803,5977
zzw-223@5vh-rxs-td9,Burger King,37.6488,-121.031,5978
222-222@5vh-dzq-fcq,Burger King,36.907,-121.753,5979
zzy-222@628-rh3-7h5,Burger King,40.2192,-74.2649,5980
22d-222@5v8-db2-9pv,Burger King,43.3599,-124.212,5981
,Burger King,43.9922,-124.102,5982
222-222@8gg-tkb-kxq,Burger King,35.3068,-82.4555,5983
zzy-222@5s6-9xk-9s5,Burger King,41.6482,-85.9374,5984
zzw-222@5p7-2gs-2hq,Burger King,45.8908,-95.3664,5985
222-222@8g6-ycs-2p9,Burger King,34.0642,-84.2122,5986
223-222@8fy-7yr-4gk,Burger King,28.4865,-81.4177,5987
zzy-222@3x5-4p2-hkf,Burger King,47.7446,-116.79,5988
222-223@8tf-p3d-t7q,Burger King,31.7708,-106.499,5989
222-222@8g9-hzc-2p9,Burger King,35.5261,-82.9534,5990
225-222@8f4-v47-zs5,Burger King,30.4538,-89.1003,5991
223-222@8ts-zgh-66k,Burger King,33.4235,-111.923,5992
222-222@63t-pdf-dy9,Burger King,41.4631,-81.0913,5993
222-222@5pf-9kt-bhq,Burger King,46.8299,-100.866,5994
223-222@5t5-q3s-zcq,Burger King,48.2348,-101.318,5995
zzw-223@5z4-rxm-c5z,Burger King,33.7827,-117.958,5996
222-222@5pm-kxy-ndv,Burger King,35.4634,-86.7851,5997
222-222@63w-7kc-tgk,Burger King,43.4207,-82.8505,5998
