placekey,location_name,lat,lng,id_num
222-222@8gp-46y-st9,McDonald's,30.141,-81.5287,26525
222-222@646-kjc-x3q,McDonald's,35.7234,-77.8941,26526
zzw-222@5x4-85x-gp9,McDonald's,47.2898,-122.316,26527
222-222@8sz-p3y-t7q,McDonald's,32.2138,-98.2155,26528
zzw-222@5z5-3p5-td9,McDonald's,34.0803,-118.26,26529
zzw-222@5r8-9ky-kxq,McDonald's,36.247,-93.1147,26530
224-222@5sb-7gy-jd9,McDonald's,42.3059,-88.0057,26531
22g-222@8sy-tc8-52k,McDonald's,31.1201,-97.8888,26532
222-222@8gf-fkk-qzz,McDonald's,35.4766,-81.2397,26533
222-222@5rj-nxq-nwk,McDonald's,47.3995,-92.9261,26534
229-222@5z6-3rf-x89,McDonald's,33.8913,-118.301,26535
zzw-222@8g9-z7z-4y9,McDonald's,34.6548,-84.9806,26536
,McDonald's,36.0854,-87.0996,26537
zzw-222@63s-9p9-8jv,McDonald's,39.9602,-76.7267,26538
223-222@628-hfz-9xq,McDonald's,40.5676,-74.6164,26539
zzw-222@63r-7rm-4vz,McDonald's,38.8687,-76.8931,26540
222-222@5qw-vsg-x89,McDonald's,32.7591,-97.1673,26541
zzw-224@5px-7ds-9j9,McDonald's,38.3088,-85.7697,26542
225-222@5pk-nbx-m6k,McDonald's,38.6248,-90.2877,26543
22k-222@627-ryw-x89,McDonald's,40.7077,-73.6932,26544
222-222@5r5-pn3-w8v,McDonald's,39.5632,-97.6576,26545
zzw-223@63j-gry-fj9,McDonald's,39.406,-84.6096,26546
224-223@8tm-pt9-d7q,McDonald's,35.1351,-106.617,26547
229-222@5vh-7yf-jjv,McDonald's,37.5542,-122.316,26548
223-222@5pn-pv5-89z,McDonald's,36.2157,-86.3293,26549
zzy-222@5z6-3qb-kxq,McDonald's,33.9599,-118.301,26550
zzw-228@8gp-3kk-89z,McDonald's,30.2877,-81.4421,26551
zzy-222@5pb-kgf-5xq,McDonald's,44.7464,-93.2813,26552
zzw-222@63v-458-q75,McDonald's,42.431,-83.1854,26553
223-222@63r-v33-kxq,McDonald's,38.7955,-77.6141,26554
zzw-223@63f-h8b-5mk,McDonald's,36.3188,-78.3823,26555
zzw-224@5vh-77g-wrk,McDonald's,36.9674,-122.039,26556
zzw-222@8gm-8gs-d5f,McDonald's,33.7035,-87.8266,26557
zzw-222@8fc-8qg-9pv,McDonald's,29.5486,-95.0989,26558
zzw-222@5pr-375-ygk,McDonald's,39.0956,-94.5514,26559
zzw-224@5pw-2bk-cwk,McDonald's,41.497,-88.1676,26560
223-222@8t8-cmx-9cq,McDonald's,26.1923,-98.1273,26561
223-222@8fc-csc-2kz,McDonald's,29.892,-95.0635,26562
222-222@5pj-2vz-52k,McDonald's,38.1995,-89.9938,26563
223-222@8gh-mwh-gp9,McDonald's,30.5876,-84.5943,26564
222-222@665-9g6-s3q,McDonald's,43.1486,-77.6064,26565
zzw-222@5s5-spg-t5f,McDonald's,41.5811,-83.8809,26566
zzw-222@5r7-d48-ht9,McDonald's,35.2371,-96.6714,26567
22c-222@5vh-scp-p35,McDonald's,37.9666,-121.295,26568
zzw-222@5sb-3xx-y7q,McDonald's,43.0224,-88.8078,26569
zzw-222@5px-g3m-kvf,McDonald's,36.9883,-85.6373,26570
224-222@63v-bbv-d7q,McDonald's,41.4335,-81.7933,26571
223-222@63s-k8s-b49,McDonald's,39.1588,-75.5588,26572
223-222@5sg-ft5-bkz,McDonald's,45.0616,-83.4864,26573
zzw-222@63h-yvy-tvz,McDonald's,39.8508,-85.1432,26574
224-222@8gm-t6g-nqz,McDonald's,34.1631,-86.8368,26575
222-222@8gm-dvc-2hq,McDonald's,33.3262,-84.7793,26576
222-222@5pq-wn5-8jv,McDonald's,38.5782,-92.1928,26577
222-222@8fv-znb-d7q,McDonald's,25.9258,-80.1715,26578
222-222@5sc-dx9-kzz,McDonald's,42.9876,-88.237,26579
zzw-222@5x4-85x-gp9,McDonald's,47.2969,-122.25,26580
223-222@62k-kcd-skf,McDonald's,41.5369,-71.2919,26581
222-222@5q9-bf3-3wk,McDonald's,39.7404,-104.822,26582
,McDonald's,34.948,-86.5883,26583
222-222@8f6-tn4-rtv,McDonald's,32.6085,-90.0614,26584
zzw-222@8fc-8w4-xh5,McDonald's,29.598,-95.1994,26585
226-222@63v-4r9-swk,McDonald's,42.4349,-82.978,26586
222-222@63s-fz4-c3q,McDonald's,40.2433,-75.6181,26587
223-222@5z4-p6h-dy9,McDonald's,33.945,-116.501,26588
zzy-222@5s9-yrw-nqz,McDonald's,42.931,-89.2185,26589
225-223@5r5-ts9-nnq,McDonald's,40.1471,-97.1715,26590
222-222@63j-kdg-6hq,McDonald's,40.5633,-83.1198,26591
222-222@8gb-3bb-n5z,McDonald's,34.2514,-84.4736,26592
222-222@645-gsw-q2k,McDonald's,34.9915,-78.35,26593
224-222@8ts-zh9-r6k,McDonald's,33.3782,-111.962,26594
zzw-223@5pw-24g-47q,McDonald's,41.6293,-87.9313,26595
224-222@5z5-35j-ht9,McDonald's,34.1511,-118.027,26596
zzw-222@63q-46m-6zf,McDonald's,42.1595,-77.0895,26597
222-222@62k-rb6-wrk,McDonald's,42.1475,-71.4863,26598
223-222@8g7-v3r-26k,McDonald's,31.691,-83.2441,26599
223-222@62k-26r-8y9,McDonald's,41.9526,-70.6863,26600
222-222@8gg-vgc-3yv,McDonald's,34.7543,-83.0459,26601
zzy-222@8gg-62c-xyv,McDonald's,36.1747,-81.1433,26602
223-222@8sz-tnk-b6k,McDonald's,29.4919,-98.4373,26603
224-223@8gf-xd9-hwk,McDonald's,35.7838,-80.2601,26604
222-222@8sz-d6s-qpv,McDonald's,31.3062,-96.8766,26605
222-222@5s6-b3c-4y9,McDonald's,41.7014,-86.0019,26606
225-222@8dy-5d4-rrk,McDonald's,30.2418,-92.0119,26607
225-222@63v-bdh-3nq,McDonald's,41.4826,-81.769,26608
zzw-227@63r-4hk-ch5,McDonald's,38.9726,-76.7572,26609
zzw-224@8fw-6qt-xqz,McDonald's,25.9789,-80.3389,26610
222-222@5z6-3m9-yd9,McDonald's,33.9021,-118.029,26611
223-222@5s5-mjm-sh5,McDonald's,42.8859,-85.0457,26612
222-222@628-g3s-kvf,McDonald's,40.587,-75.4602,26613
224-222@5pp-q5f-gff,McDonald's,37.3129,-91.9601,26614
222-222@63s-9wj-vj9,McDonald's,40.0709,-76.333,26615
222-222@5s5-gwn-sh5,McDonald's,42.7777,-85.1326,26616
222-222@63f-9rq-6zf,McDonald's,36.6319,-79.3956,26617
224-222@5s6-dms-49z,McDonald's,41.4465,-86.1661,26618
22c-222@5vh-b77-pvz,McDonald's,37.2981,-121.95,26619
222-222@5rb-jfq-4sq,McDonald's,38.8658,-98.8542,26620
zzy-222@5qw-qv2-3t9,McDonald's,32.3407,-97.408,26621
223-222@8g6-xtg-nt9,McDonald's,33.6515,-84.0002,26622
222-222@8gn-jcs-t7q,McDonald's,32.5068,-84.9718,26623
223-222@63g-57g-wp9,McDonald's,35.7336,-79.808,26624
222-222@63r-tvp-syv,McDonald's,38.6399,-77.2946,26625
222-222@5nz-2v7-87q,McDonald's,41.0977,-96.2531,26626
22k-222@5z4-ryz-xkf,McDonald's,33.7573,-117.885,26627
222-222@63r-ttf-bkz,McDonald's,38.9109,-77.4433,26628
222-222@629-3fv-d7q,McDonald's,41.8131,-72.5252,26629
223-222@627-s6c-m6k,McDonald's,40.7649,-73.8233,26630
224-222@5s4-nw5-8jv,McDonald's,45.3053,-85.2593,26631
223-222@5s8-c5w-bzf,McDonald's,45,-93.2274,26632
zzy-222@5z4-pjf-mp9,McDonald's,34.4706,-117.349,26633
223-222@8fw-5v7-92k,McDonald's,25.6361,-80.3374,26634
222-222@8gn-zw6-hnq,McDonald's,30.3326,-81.5847,26635
224-222@5sb-959-xdv,McDonald's,42.2527,-89.087,26636
222-222@5r8-fqd-5cq,McDonald's,36.1763,-95.9754,26637
227-222@5pw-6c6-m6k,McDonald's,41.7368,-87.5888,26638
223-222@5sb-9gr-rp9,McDonald's,42.5176,-89.0643,26639
zzw-222@5qw-sz6-hkf,McDonald's,32.7476,-96.5964,26640
222-222@5q9-9yq-3yv,McDonald's,39.6905,-104.866,26641
zzw-222@5pw-256-nqz,McDonald's,41.6268,-87.8535,26642
222-222@5p2-2v3-hwk,McDonald's,41.2337,-96.1397,26643
zzy-222@63m-w5b-y9z,McDonald's,38.4086,-82.4283,26644
zzw-222@8fc-fhj-5vf,McDonald's,29.7703,-95.6016,26645
222-222@5z4-kjn-nkf,McDonald's,34.1067,-117.49,26646
223-222@63d-qq7-rtv,McDonald's,40.5096,-81.4518,26647
zzy-222@8g7-bf6-yd9,McDonald's,33.4707,-81.9858,26648
zzy-222@5z4-pjf-mp9,McDonald's,34.4147,-117.307,26649
zzw-223@63s-yp3-g8v,McDonald's,39.7707,-76.9604,26650
228-222@5vg-7ry-zj9,McDonald's,37.9668,-122.344,26651
zzw-222@5qm-26c-3h5,McDonald's,42.0966,-102.893,26652
zzw-223@5vg-7fb-3h5,McDonald's,37.8082,-122.415,26653
22g-222@63c-pgd-4y9,McDonald's,39.7637,-81.1154,26654
223-222@8f6-m3y-3dv,McDonald's,34.2526,-89.0177,26655
22b-222@627-wkm-4qf,McDonald's,40.7702,-74.2248,26656
zzy-222@5s8-gpv-rx5,McDonald's,45.8462,-92.9742,26657
223-222@8sz-v3t-dvz,McDonald's,29.4926,-98.4357,26658
222-222@5sb-8ds-7dv,McDonald's,42.005,-87.9597,26659
224-222@5sc-d36-gc5,McDonald's,43.3178,-88.3541,26660
zzw-222@5p7-gmz-7t9,McDonald's,44.9711,-93.4947,26661
223-222@5py-swz-bkz,McDonald's,38.653,-87.1539,26662
222-222@665-9g6-s3q,McDonald's,43.1648,-77.6638,26663
zzw-222@5pj-n75-dsq,McDonald's,38.3608,-90.9777,26664
zzw-222@8g6-tph-xnq,McDonald's,32.7908,-83.6698,26665
222-222@5xc-rwc-p5f,McDonald's,45.3352,-122.59,26666
222-222@8fz-sg8-89z,McDonald's,26.587,-80.0651,26667
224-222@63r-48n-7h5,McDonald's,39.0263,-76.4454,26668
zzy-222@5z6-3nm-rff,McDonald's,33.9023,-118.143,26669
222-222@5x4-4nr-49z,McDonald's,47.734,-122.293,26670
222-222@5vh-b5h-g49,McDonald's,37.3572,-121.937,26671
zzw-222@63h-v9d-wrk,McDonald's,39.7143,-82.5734,26672
zzw-222@5qf-xdd-s89,McDonald's,38.4545,-107.866,26673
22f-222@5z6-3bz-j5f,McDonald's,33.8314,-118.303,26674
zzy-222@8gg-259-4sq,McDonald's,35.1432,-80.6247,26675
222-222@5z5-k9b-vmk,McDonald's,34.5069,-117.346,26676
223-222@8fz-scg-mkz,McDonald's,26.4608,-80.1228,26677
zzw-222@8fc-8pj-4jv,McDonald's,29.5386,-95.1461,26678
222-222@5z5-3sp-rc5,McDonald's,34.0728,-117.959,26679
223-222@63t-zwz-y9z,McDonald's,41.8822,-83.3949,26680
222-222@5s7-3mr-v2k,McDonald's,43.4284,-83.9514,26681
229-222@5pw-6fg-bx5,McDonald's,41.8087,-87.6618,26682
222-222@5s8-9g5-jd9,McDonald's,45.0355,-92.8115,26683
222-222@5vg-3tq-bc5,McDonald's,38.2681,-122.031,26684
222-222@63j-x29-xqz,McDonald's,40.0003,-82.9302,26685
zzw-222@5vg-7gj-wx5,McDonald's,37.7759,-122.418,26686
zzw-222@5qb-b26-mtv,McDonald's,40.1862,-111.611,26687
223-222@5z4-zcn-zzz,McDonald's,34.2246,-118.45,26688
223-222@8dg-k4j-x89,McDonald's,26.7098,-81.7196,26689
222-222@5zb-v5t-7bk,McDonald's,33.6573,-112.375,26690
225-222@5vh-dzp-fcq,McDonald's,36.9169,-121.774,26691
223-222@63r-txc-2hq,McDonald's,38.6356,-77.27,26692
223-222@8gm-jr5-wc5,McDonald's,33.0492,-85.0258,26693
224-222@5z8-3d7-4vz,McDonald's,34.437,-119.831,26694
22g-222@62j-shz-4n5,McDonald's,42.3553,-71.0634,26695
zzw-222@8fc-f2x-k2k,McDonald's,29.602,-95.633,26696
227-222@629-2gq-q4v,McDonald's,42.1974,-72.5742,26697
224-222@63g-4fq-jn5,McDonald's,36.06,-80.2607,26698
223-222@8ts-zgh-9j9,McDonald's,33.3933,-111.863,26699
222-222@5xc-kct-d5f,McDonald's,45.4248,-122.513,26700
226-222@5pw-2ph-5mk,McDonald's,41.6273,-87.7176,26701
222-222@63v-6pk-4sq,McDonald's,41.3087,-81.835,26702
222-222@63f-9rq-6zf,McDonald's,36.5812,-79.3377,26703
zzw-222@5qw-sb3-jqf,McDonald's,32.6045,-96.7869,26704
223-222@8sz-tc2-yjv,McDonald's,29.5746,-98.5451,26705
222-222@63m-4qr-zpv,McDonald's,36.8843,-81.2874,26706
223-222@63r-4sd-mhq,McDonald's,39.0302,-76.5052,26707
zzw-222@629-3m7-ysq,McDonald's,41.7169,-72.2332,26708
222-222@8g7-9yv-j7q,McDonald's,33.4748,-81.9865,26709
zzw-222@8g6-y2t-wrk,McDonald's,34.0201,-84.3179,26710
222-222@646-5my-w6k,McDonald's,33.7781,-79.0211,26711
226-222@627-wg6-vmk,McDonald's,40.6447,-73.9015,26712
224-222@63r-7xx-n3q,McDonald's,38.8305,-77.1251,26713
222-222@63t-wzp-59f,McDonald's,42.2542,-83.1733,26714
223-222@8fw-5v7-92k,McDonald's,25.7288,-80.4298,26715
225-222@62j-rk6-qfz,McDonald's,42.7275,-71.2011,26716
224-222@63j-rkj-94v,McDonald's,41.3744,-83.6302,26717
222-222@8fz-5j7-9zz,McDonald's,26.6608,-80.2676,26718
223-222@8fz-d7p-tjv,McDonald's,27.9082,-81.8432,26719
223-223@5pr-yy3-vvf,McDonald's,35.2318,-90.7849,26720
223-222@5z5-t6h-gff,McDonald's,33.2206,-117.245,26721
223-222@8fc-f48-s3q,McDonald's,29.7357,-95.6472,26722
222-222@63r-bsh-ndv,McDonald's,39.3333,-76.4451,26723
223-222@63h-s7b-qfz,McDonald's,39.2255,-83.6096,26724
227-222@8gg-w4g-fvf,McDonald's,34.5298,-82.6961,26725
224-222@5w9-tgc-hdv,McDonald's,44.0247,-116.986,26726
222-222@5qv-x46-73q,McDonald's,32.9493,-96.8033,26727
222-222@5py-768-qcq,McDonald's,39.0129,-85.6379,26728
zzy-224@5pw-2pf-fpv,McDonald's,41.6227,-87.6746,26729
223-222@5w9-hrj-nt9,McDonald's,43.5882,-116.578,26730
223-222@62k-98d-x89,McDonald's,42.2882,-72.4065,26731
222-222@62j-wqd-y5f,McDonald's,42.9895,-70.9326,26732
224-222@5s8-cfm-575,McDonald's,45.1089,-93.2999,26733
222-222@5sb-8jj-zs5,McDonald's,42.0349,-88.314,26734
zzw-222@63k-2kh-45f,McDonald's,40.7193,-82.5458,26735
222-222@63r-txh-6c5,McDonald's,38.6733,-77.2612,26736
zzy-222@5z7-6qv-bp9,McDonald's,37.0551,-120.835,26737
zzy-223@5z6-yh4-p35,McDonald's,35.615,-119.661,26738
222-222@8dk-mnk-54v,McDonald's,27.0406,-82.2264,26739
22c-222@62k-jgj-y35,McDonald's,41.787,-71.4027,26740
223-222@8gc-74q-9vf,McDonald's,33.0391,-80.1435,26741
226-222@63v-4w9-w8v,McDonald's,42.6633,-83.2459,26742
222-222@63r-6t9-st9,McDonald's,39.0937,-76.855,26743
222-222@8dg-ghs-p5f,McDonald's,26.5277,-81.8651,26744
225-222@5vg-85d-vxq,McDonald's,37.7079,-122.133,26745
zzy-222@8sz-y8p-6p9,McDonald's,29.2288,-98.7908,26746
zzy-223@64g-qcn-psq,McDonald's,36.2722,-76.971,26747
zzw-222@63v-6mg-dqf,McDonald's,41.404,-81.7998,26748
225-222@63t-yvv-26k,McDonald's,42.199,-83.2048,26749
222-222@8dj-ggy-y5f,McDonald's,28.4558,-82.6294,26750
222-222@5pk-dmf-w6k,McDonald's,38.5328,-89.1591,26751
222-225@5wg-425-hdv,McDonald's,43.4966,-112.064,26752
224-222@5z4-zc6-9s5,McDonald's,34.1866,-118.456,26753
223-222@5qs-zf7-vs5,McDonald's,35.4933,-97.2683,26754
228-222@63v-4g3-wc5,McDonald's,42.3187,-83.1884,26755
225-222@65y-sfm-pd9,McDonald's,42.8365,-73.7408,26756
222-222@5v2-mfk-gtv,McDonald's,39.3948,-123.349,26757
223-222@5vg-b58-yjv,McDonald's,37.8895,-121.619,26758
224-222@8dy-qhd-rkz,McDonald's,30.3859,-91.0025,26759
223-223@5px-5n3-5fz,McDonald's,37.9386,-86.7597,26760
223-222@5p7-gjd-bhq,McDonald's,45.0357,-93.7771,26761
222-222@5r2-qsv-hkf,McDonald's,32.4018,-98.7916,26762
222-222@665-9g6-s3q,McDonald's,43.1935,-77.5998,26763
222-222@63j-4f8-rzf,McDonald's,39.804,-85.7699,26764
226-222@8fv-zqb-xyv,McDonald's,26.0219,-80.2488,26765
222-222@5x4-8mw-gp9,McDonald's,47.1218,-122.435,26766
224-222@5s7-63f-mkz,McDonald's,43.2341,-86.2069,26767
223-222@5pv-y58-zfz,McDonald's,41.4701,-87.3171,26768
224-222@5x2-ttt-td9,McDonald's,47.863,-122.283,26769
223-222@8dj-f8c-z75,McDonald's,28.0698,-82.4998,26770
222-222@5sh-b5b-gtv,McDonald's,43.5941,-83.8368,26771
zzw-222@5z5-2ww-54v,McDonald's,34.2719,-118.77,26772
zzw-222@5pv-ysb-cwk,McDonald's,41.5858,-87.2366,26773
222-222@8g7-4bm-8y9,McDonald's,33.9515,-84.5079,26774
222-222@627-s4f-cwk,McDonald's,40.7766,-73.9533,26775
zzy-222@8gk-yjr-yvz,McDonald's,33.2626,-86.8118,26776
224-222@5py-nkz-z9f,McDonald's,38.0721,-84.4757,26777
zzy-222@63r-6cz-qmk,McDonald's,38.917,-77.0319,26778
222-222@63t-nkp-5cq,McDonald's,40.8621,-80.2871,26779
229-222@63t-nps-66k,McDonald's,41.0243,-80.6634,26780
zzw-222@63j-8wv-y7q,McDonald's,39.0973,-84.4836,26781
222-222@5sb-8bf-swk,McDonald's,42.1391,-87.971,26782
223-222@629-2xr-9s5,McDonald's,41.5833,-72.5042,26783
233-222@627-wh2-kj9,McDonald's,40.6773,-73.8996,26784
222-222@62k-2bs-9vf,McDonald's,41.7817,-70.5414,26785
222-222@63j-f77-2x5,McDonald's,39.6409,-84.2649,26786
223-222@5qc-x6g-3dv,McDonald's,40.2975,-111.695,26787
222-222@5xd-fzr-n89,McDonald's,46.6775,-122.962,26788
zzy-222@8gg-9sm-7dv,McDonald's,35.7646,-81.327,26789
22d-222@63r-b6b-f2k,McDonald's,39.3109,-76.6169,26790
222-222@627-s4f-cwk,McDonald's,40.8515,-73.9123,26791
zzy-223@627-tz3-zs5,McDonald's,40.8635,-74.1279,26792
222-222@5pf-99c-8n5,McDonald's,46.7951,-100.79,26793
222-222@62j-r5w-gx5,McDonald's,42.5076,-70.8963,26794
zzw-222@8g7-48p-wp9,McDonald's,33.681,-84.3944,26795
,McDonald's,30.409,-92.218,26796
226-222@63q-9x3-9zz,McDonald's,41.2443,-75.8834,26797
zzw-222@5s6-j84-4d9,McDonald's,42.1788,-86.3057,26798
zzw-224@8g7-nkm-2x5,McDonald's,33.9376,-83.3241,26799
zzy-222@62k-n4c-nbk,McDonald's,41.3677,-72.0656,26800
223-222@8fy-cfs-v75,McDonald's,28.8137,-81.3344,26801
222-222@5z4-rmv-nbk,McDonald's,33.8979,-117.562,26802
222-222@5qw-t32-j5f,McDonald's,32.5916,-96.8219,26803
226-222@5z5-g5t-975,McDonald's,35.6235,-117.67,26804
222-222@8dx-6wq-k4v,McDonald's,30.4931,-91.257,26805
zzw-222@5pr-3pn-hkf,McDonald's,39.2465,-94.5824,26806
223-222@627-vct-kxq,McDonald's,41.0979,-74.1601,26807
zzw-222@628-pcq-whq,McDonald's,39.8942,-74.9087,26808
222-222@63m-tzk-pgk,McDonald's,38.4924,-82.6642,26809
223-222@5qk-j6z-ch5,McDonald's,40.3342,-104.906,26810
228-222@63d-8kj-st9,McDonald's,40.2801,-78.8417,26811
222-222@5wj-xr2-7yv,McDonald's,46.1259,-112.934,26812
zzw-222@8fc-8qg-9pv,McDonald's,29.5376,-95.1696,26813
zzw-222@5pc-4d7-8n5,McDonald's,44.1895,-94.0145,26814
zzy-222@5px-wx8-s5z,McDonald's,36.9517,-86.434,26815
zzw-223@62k-swp-ghq,McDonald's,43.6382,-70.2564,26816
zzy-222@8f2-wrt-wc5,McDonald's,32.5152,-92.1921,26817
zzy-222@63p-tr9-n5z,McDonald's,40.5007,-78.3897,26818
zzw-222@5tz-bfq-f9f,McDonald's,40.933,-124.103,26819
222-222@8gf-fw6-v9f,McDonald's,35.2621,-81.1532,26820
224-222@5vg-tm8-wkz,McDonald's,38.6771,-121.751,26821
222-222@8fx-zgb-9xq,McDonald's,28.3575,-80.6694,26822
222-222@5z7-s83-kfz,McDonald's,36.9526,-120.075,26823
zzy-222@5yw-82d-wrk,McDonald's,39.6103,-119.219,26824
222-222@5sc-ndb-jn5,McDonald's,43.5324,-89.9877,26825
222-222@5vh-rtr-6hq,McDonald's,37.6092,-120.939,26826
223-222@5wf-f8g-b49,McDonald's,45.6948,-111.046,26827
224-222@5ps-nb5-8d9,McDonald's,34.8614,-91.1986,26828
222-222@8st-r73-7qz,McDonald's,30.8978,-102.904,26829
222-222@5nw-kkh-b8v,McDonald's,42.7651,-95.5524,26830
zzw-222@5z4-ryj-5mk,McDonald's,33.8105,-117.915,26831
223-222@5r6-xqt-94v,McDonald's,36.2952,-95.6291,26832
222-222@5qw-vyg-85f,McDonald's,32.728,-97.3266,26833
223-222@62j-s4r-9cq,McDonald's,42.9549,-71.4357,26834
224-222@5s6-vtj-7yv,McDonald's,42.974,-83.7104,26835
223-222@646-ksz-ghq,McDonald's,35.9053,-77.5627,26836
226-222@5z4-rgx-y5f,McDonald's,33.9485,-118.006,26837
223-222@5xd-hkk-zs5,McDonald's,47.1223,-122.553,26838
zzw-222@8gk-tv9-z4v,McDonald's,33.5051,-86.8077,26839
223-222@8tn-7s8-kcq,McDonald's,35.6057,-105.223,26840
zzw-222@5ny-c9f-ht9,McDonald's,41.0177,-95.233,26841
222-222@8dy-5y5-v75,McDonald's,29.9907,-91.8328,26842
223-222@8tn-zgx-gzf,McDonald's,35.1006,-106.707,26843
zzy-222@8gf-c4p-qvf,McDonald's,35.0585,-81.6408,26844
224-222@8gh-p3f-vs5,McDonald's,30.9039,-84.5535,26845
223-222@63s-t9n-7t9,McDonald's,39.4213,-77.4672,26846
222-222@647-3vr-35z,McDonald's,35.2493,-78.374,26847
zzw-222@5vg-5nk-r8v,McDonald's,38.3624,-121.958,26848
zzw-223@8gm-y2t-2tv,McDonald's,32.4221,-86.9776,26849
223-222@63h-j7k-nqz,McDonald's,39.7849,-84.1891,26850
227-222@63m-ntg-rff,McDonald's,36.579,-82.5677,26851
227-222@628-r7c-h3q,McDonald's,40.2282,-74.0092,26852
222-228@5r4-5tx-89z,McDonald's,34.211,-101.737,26853
223-222@5pq-pdm-pqf,McDonald's,39.4358,-92.4332,26854
222-223@645-xhj-grk,McDonald's,34.2823,-79.8569,26855
222-222@5r6-qrp-zj9,McDonald's,35.8979,-94.9758,26856
222-222@5qs-zpy-qvf,McDonald's,35.4354,-97.4856,26857
222-222@5yv-j9r-249,McDonald's,36.1956,-115.161,26858
226-222@63g-dh2-n5z,McDonald's,38.0729,-78.9016,26859
222-222@8sz-tp3-2zf,McDonald's,29.5786,-98.4417,26860
222-222@8gj-zc7-cqz,McDonald's,30.3859,-86.4659,26861
zzw-222@63j-6z7-k75,McDonald's,40.2754,-85.6701,26862
223-222@5wf-f8g-b49,McDonald's,45.6794,-111.057,26863
224-222@5pn-6qs-7t9,McDonald's,34.7469,-87.6675,26864
zzw-224@5pb-kvy-4qf,McDonald's,44.7312,-93.1315,26865
225-222@63v-9dw-3qz,McDonald's,40.8546,-82.336,26866
222-222@5qw-rvw-p35,McDonald's,32.0087,-97.0929,26867
zzy-223@8sw-3tt-p7q,McDonald's,29.3658,-100.898,26868
222-222@8fc-f7b-389,McDonald's,29.7573,-95.6256,26869
222-222@5pt-3tc-v4v,McDonald's,36.2509,-90.9622,26870
223-222@5q2-7b9-66k,McDonald's,39.75,-92.4677,26871
zzy-222@627-s2v-pqf,McDonald's,40.7464,-73.5958,26872
225-222@8fc-fbc-jd9,McDonald's,29.7126,-95.3939,26873
222-222@8gb-557-r8v,McDonald's,34.2492,-85.1624,26874
zzy-222@8tp-952-cdv,McDonald's,34.9448,-104.669,26875
222-222@5pb-vtg-z2k,McDonald's,44.0217,-92.4855,26876
222-222@5pn-dj4-8y9,McDonald's,36.4796,-87.8904,26877
222-222@5pm-hws-92k,McDonald's,34.82,-87.6561,26878
222-222@8dy-rbc-sdv,McDonald's,29.8929,-90.059,26879
223-222@5s8-9m4-pjv,McDonald's,44.8752,-92.6227,26880
zzw-222@8fy-7y2-3t9,McDonald's,28.5248,-81.3102,26881
zzw-222@8fc-9yh-yy9,McDonald's,29.9419,-95.2815,26882
,McDonald's,29.4613,-96.9397,26883
223-223@8f2-zhy-z75,McDonald's,33.1245,-91.9668,26884
zzy-224@5s5-y6m-n3q,McDonald's,42.2597,-84.7565,26885
zzw-222@5pv-bqw-mzf,McDonald's,40.0255,-86.9015,26886
222-222@5qx-c66-mx5,McDonald's,34.0107,-95.4969,26887
233-222@627-wh2-kj9,McDonald's,40.5875,-73.9539,26888
223-222@5pr-5wd-swk,McDonald's,38.8547,-94.761,26889
222-222@8fw-25z-whq,McDonald's,25.9128,-80.212,26890
zzw-222@629-37w-9vf,McDonald's,41.7671,-72.6761,26891
zzy-222@5z6-3nm-rff,McDonald's,33.7731,-118.191,26892
zzw-222@62j-t4w-gkz,McDonald's,42.5695,-71.4202,26893
22k-222@63k-2hs-2hq,McDonald's,40.8714,-82.6469,26894
223-222@5sb-cwt-kvf,McDonald's,42.2652,-88.0038,26895
zzw-223@8gq-wg4-z75,McDonald's,29.2282,-81.0318,26896
zzy-222@63d-shz-mrk,McDonald's,40.899,-80.6744,26897
zzw-223@5z7-57w-bhq,McDonald's,36.8587,-121.401,26898
222-222@627-s6f-syv,McDonald's,40.7506,-73.9894,26899
zzw-222@5sb-kp8-n3q,McDonald's,42.4712,-91.1141,26900
225-222@627-xrn-rtv,McDonald's,40.7494,-73.3247,26901
222-222@5ny-h2p-ysq,McDonald's,41.404,-94.9922,26902
222-222@628-pkh-ndv,McDonald's,39.8484,-75.0022,26903
223-222@5p5-94y-2rk,McDonald's,40.6016,-98.3918,26904
222-222@63d-963-4d9,McDonald's,40.6151,-79.1687,26905
222-222@5s6-zhv-gc5,McDonald's,43.054,-83.6728,26906
zzw-222@5z7-sq6-qfz,McDonald's,36.735,-120.065,26907
zzy-222@63j-2vy-vmk,McDonald's,40.0076,-86.127,26908
zzw-222@5z4-rjd-m49,McDonald's,33.9385,-117.554,26909
222-222@646-m3d-26k,McDonald's,35.9764,-77.8338,26910
zzy-222@63b-yrw-ndv,McDonald's,39.5257,-80.3309,26911
222-222@8gg-3bw-ndv,McDonald's,35.4399,-80.6071,26912
222-222@8f4-2hw-qj9,McDonald's,31.5077,-87.3191,26913
zzw-222@63q-g54-99f,McDonald's,41.4697,-75.6402,26914
zzy-222@627-w4b-fmk,McDonald's,40.5439,-74.3335,26915
224-222@5s6-wbj-y5f,McDonald's,42.3915,-83.5099,26916
zzw-222@63v-9zt-789,McDonald's,41.553,-81.576,26917
223-222@5ps-3kq-skf,McDonald's,34.9628,-90.0176,26918
224-222@5nz-3sx-hbk,McDonald's,40.6636,-95.8595,26919
222-222@8dz-krd-5pv,McDonald's,33.9297,-93.8513,26920
